Geo Point;Geo Shape;gid;ident;type;zone;comptage_5m;cdate;mdate;commune;CODE_COMMUNE
44.7884605, -0.5666828;"{""coordinates"": [-0.5666828, 44.7884605], ""type"": ""Point""}";468;Z19CT3;BOUCLE;19;54;2012-11-21T14:41:32+01:00;2024-10-01T16:25:00+02:00;Villenave-d'Ornon;33550
44.8087482, -0.5738578;"{""coordinates"": [-0.5738578, 44.8087482], ""type"": ""Point""}";470;Z19CT16;BOUCLE;19;44;2012-11-21T14:37:56+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.7882556, -0.5655128;"{""coordinates"": [-0.5655128, 44.7882556], ""type"": ""Point""}";471;Z19CT4;BOUCLE;19;17;2012-11-21T14:44:08+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.7858246, -0.5663565;"{""coordinates"": [-0.5663565, 44.7858246], ""type"": ""Point""}";472;Z19CT8;BOUCLE;19;0;2012-11-21T14:49:52+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.7838739, -0.5662327;"{""coordinates"": [-0.5662327, 44.7838739], ""type"": ""Point""}";473;Z19CT5;BOUCLE;19;;2012-11-21T14:50:28+01:00;2012-11-21T14:51:00+01:00;Villenave-d'Ornon;33550
44.8194975, -0.5494181;"{""coordinates"": [-0.5494181, 44.8194975], ""type"": ""Point""}";481;Z26CT5;BOUCLE;26;26;2012-11-23T15:34:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8635001, -0.5819972;"{""coordinates"": [-0.5819972, 44.8635001], ""type"": ""Point""}";490;Z14CT11;BOUCLE;14;61;2012-11-23T15:54:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8286907, -0.665899;"{""coordinates"": [-0.665899, 44.8286907], ""type"": ""Point""}";497;Z30CT10;BOUCLE;30;42;2012-11-15T15:43:56+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8533314, -0.5547203;"{""coordinates"": [-0.5547203, 44.8533314], ""type"": ""Point""}";500;Z08BE;SIREDO;8;;2012-12-11T08:01:12+01:00;2014-03-07T10:07:04+01:00;Bordeaux;33063
44.8157478, -0.5486374;"{""coordinates"": [-0.5486374, 44.8157478], ""type"": ""Point""}";502;Z26BS;SIREDO;26;;2012-12-11T08:40:52+01:00;2012-12-11T08:41:04+01:00;Bègles;33039
44.8006745, -0.6572624;"{""coordinates"": [-0.6572624, 44.8006745], ""type"": ""Point""}";508;Z27AS;SIREDO;27;;2012-12-11T09:05:52+01:00;2012-12-11T09:06:04+01:00;Pessac;33318
44.8143854, -0.6113344;"{""coordinates"": [-0.6113344, 44.8143854], ""type"": ""Point""}";518;Z16AE;SIREDO;16;;2012-12-12T16:45:16+01:00;2012-12-12T16:45:40+01:00;Pessac;33318
44.7924126, -0.6479102;"{""coordinates"": [-0.6479102, 44.7924126], ""type"": ""Point""}";522;Z16CS;SIREDO;16;;2012-12-12T16:54:08+01:00;2012-12-12T16:54:32+01:00;Pessac;33318
44.8506685, -0.5786026;"{""coordinates"": [-0.5786026, 44.8506685], ""type"": ""Point""}";527;Z15CT15;BOUCLE;15;;2016-02-26T09:00:36+01:00;2016-04-01T17:32:28+02:00;Bordeaux;33063
44.8577564, -0.5465688;"{""coordinates"": [-0.5465688, 44.8577564], ""type"": ""Point""}";531;Z14CT24;BOUCLE;14;54;2013-08-13T10:06:52+02:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.845128, -0.6594776;"{""coordinates"": [-0.6594776, 44.845128], ""type"": ""Point""}";534;Z7CT14;BOUCLE;7;13;2015-01-22T15:18:32+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.84784, -0.6593093;"{""coordinates"": [-0.6593093, 44.84784], ""type"": ""Point""}";535;Z7CT15;BOUCLE;7;0;2015-01-22T15:21:56+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8105199, -0.6256666;"{""coordinates"": [-0.6256666, 44.8105199], ""type"": ""Point""}";539;Z16CT9;BOUCLE;16;13;2016-01-26T08:24:04+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8307638, -0.6888185;"{""coordinates"": [-0.6888185, 44.8307638], ""type"": ""Point""}";541;Z30FSN;SIREDO;30;;2017-02-10T11:14:16+01:00;2017-02-10T11:17:20+01:00;Mérignac;33281
44.8278827, -0.5851574;"{""coordinates"": [-0.5851574, 44.8278827], ""type"": ""Point""}";544;Z1003CT23;BOUCLE;10;;2014-01-08T07:32:24+01:00;2014-01-08T07:32:48+01:00;Bordeaux;33063
44.875652, -0.545142;"{""coordinates"": [-0.545142, 44.875652], ""type"": ""Point""}";547;Z25CT22;BOUCLE;25;18;2014-01-08T07:41:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8367675, -0.647135;"{""coordinates"": [-0.647135, 44.8367675], ""type"": ""Point""}";5;Z30CT19;BOUCLE;30;36;2012-11-15T15:54:48+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8310876, -0.6480932;"{""coordinates"": [-0.6480932, 44.8310876], ""type"": ""Point""}";7;Z30CT7;BOUCLE;30;;2012-11-15T15:58:36+01:00;2012-11-15T15:58:52+01:00;Mérignac;33281
44.8261471, -0.6376485;"{""coordinates"": [-0.6376485, 44.8261471], ""type"": ""Point""}";14;Z30CT13;BOUCLE;30;33;2012-11-15T16:06:48+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8254007, -0.637387;"{""coordinates"": [-0.637387, 44.8254007], ""type"": ""Point""}";15;Z30CT14;BOUCLE;30;37;2012-11-15T16:07:12+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8652871, -0.603101;"{""coordinates"": [-0.603101, 44.8652871], ""type"": ""Point""}";20;Z21CT7;BOUCLE;21;;2012-11-15T16:23:04+01:00;2012-11-15T16:23:24+01:00;Le Bouscat;33069
44.863124, -0.6028684;"{""coordinates"": [-0.6028684, 44.863124], ""type"": ""Point""}";21;Z21CT2;BOUCLE;21;;2012-11-15T16:28:40+01:00;2012-11-15T16:28:56+01:00;Le Bouscat;33069
44.8634045, -0.6031922;"{""coordinates"": [-0.6031922, 44.8634045], ""type"": ""Point""}";22;Z21CT6;BOUCLE;21;18;2012-11-15T16:30:44+01:00;2024-10-01T16:25:00+02:00;Le Bouscat;33069
44.8610285, -0.5750774;"{""coordinates"": [-0.5750774, 44.8610285], ""type"": ""Point""}";25;Z15CT11;BOUCLE;15;11;2012-11-15T16:50:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8550276, -0.5767243;"{""coordinates"": [-0.5767243, 44.8550276], ""type"": ""Point""}";27;Z15CT9;BOUCLE;15;18;2012-11-15T16:52:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8513379, -0.5760157;"{""coordinates"": [-0.5760157, 44.8513379], ""type"": ""Point""}";30;Z15CT10;BOUCLE;15;;2012-11-15T16:55:40+01:00;2012-11-15T16:56:00+01:00;Bordeaux;33063
44.8510158, -0.5743494;"{""coordinates"": [-0.5743494, 44.8510158], ""type"": ""Point""}";34;Z15CT4;BOUCLE;15;29;2012-11-15T17:01:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8727927, -0.5654581;"{""coordinates"": [-0.5654581, 44.8727927], ""type"": ""Point""}";39;Z14CT8;BOUCLE;14;84;2012-11-23T16:00:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.848016, -0.5421929;"{""coordinates"": [-0.5421929, 44.848016], ""type"": ""Point""}";41;Z29CT4;BOUCLE;29;8;2012-11-19T17:12:48+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8480761, -0.5423415;"{""coordinates"": [-0.5423415, 44.8480761], ""type"": ""Point""}";42;Z29CT5;BOUCLE;29;;2012-11-19T17:13:32+01:00;2012-11-19T17:13:44+01:00;Bordeaux;33063
44.8434916, -0.5280074;"{""coordinates"": [-0.5280074, 44.8434916], ""type"": ""Point""}";45;Z29CT1;BOUCLE;29;76;2012-11-19T17:27:04+01:00;2024-10-01T09:50:00+02:00;Floirac;33167
44.8437679, -0.5276973;"{""coordinates"": [-0.5276973, 44.8437679], ""type"": ""Point""}";46;Z29CT2;BOUCLE;29;19;2012-11-19T17:28:08+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8469571, -0.5119886;"{""coordinates"": [-0.5119886, 44.8469571], ""type"": ""Point""}";47;Z29CT10;BOUCLE;29;0;2012-11-19T17:34:36+01:00;2024-10-01T09:50:00+02:00;Floirac;33167
44.8472874, -0.5089011;"{""coordinates"": [-0.5089011, 44.8472874], ""type"": ""Point""}";48;Z29CT9;BOUCLE;29;0;2012-11-19T17:36:08+01:00;2024-10-01T09:50:00+02:00;Floirac;33167
44.8473575, -0.5101398;"{""coordinates"": [-0.5101398, 44.8473575], ""type"": ""Point""}";49;Z29CT13;BOUCLE;29;10;2012-11-19T17:36:56+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8536075, -0.5099547;"{""coordinates"": [-0.5099547, 44.8536075], ""type"": ""Point""}";51;Z29CT14;BOUCLE;29;25;2012-11-19T17:40:20+01:00;2024-10-01T09:50:00+02:00;Cenon;33119
44.8077899, -0.5861693;"{""coordinates"": [-0.5861693, 44.8077899], ""type"": ""Point""}";58;Z17CT12;BOUCLE;17;;2012-11-19T17:59:16+01:00;2013-12-13T13:58:08+01:00;Talence;33522
44.7969561, -0.601912;"{""coordinates"": [-0.601912, 44.7969561], ""type"": ""Point""}";63;Z17CT10;BOUCLE;17;83;2012-11-19T18:07:00+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.7840078, -0.6064484;"{""coordinates"": [-0.6064484, 44.7840078], ""type"": ""Point""}";66;Z17CT8;BOUCLE;17;0;2012-11-19T18:11:48+01:00;2024-10-01T16:25:00+02:00;Gradignan;33192
44.8077778, -0.6003299;"{""coordinates"": [-0.6003299, 44.8077778], ""type"": ""Point""}";74;Z1704CT6;BOUCLE;17;0;2012-11-19T18:26:32+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8079023, -0.6024456;"{""coordinates"": [-0.6024456, 44.8079023], ""type"": ""Point""}";78;Z1704CT10;BOUCLE;17;4;2012-11-19T18:31:28+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8608542, -0.5542418;"{""coordinates"": [-0.5542418, 44.8608542], ""type"": ""Point""}";84;Z14CT17;BOUCLE;14;74;2012-11-23T16:02:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8605133, -0.5533759;"{""coordinates"": [-0.5533759, 44.8605133], ""type"": ""Point""}";85;Z14CT18;BOUCLE;14;6;2012-11-23T16:03:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8586404, -0.5571163;"{""coordinates"": [-0.5571163, 44.8586404], ""type"": ""Point""}";87;Z14CT13;BOUCLE;14;31;2012-11-23T16:04:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8320935, -0.5471313;"{""coordinates"": [-0.5471313, 44.8320935], ""type"": ""Point""}";91;Z5CT4;BOUCLE;5;47;2012-11-27T17:13:56+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8280286, -0.5602663;"{""coordinates"": [-0.5602663, 44.8280286], ""type"": ""Point""}";93;Z5CT12;BOUCLE;5;42;2012-11-27T17:18:48+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8289599, -0.5643675;"{""coordinates"": [-0.5643675, 44.8289599], ""type"": ""Point""}";95;Z5CT13;BOUCLE;5;;2012-11-27T17:21:16+01:00;2013-12-10T14:02:20+01:00;Bordeaux;33063
44.8294404, -0.5521853;"{""coordinates"": [-0.5521853, 44.8294404], ""type"": ""Point""}";97;Z5CT5;BOUCLE;5;0;2012-11-27T17:24:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8307692, -0.5567075;"{""coordinates"": [-0.5567075, 44.8307692], ""type"": ""Point""}";99;Z5CT21;BOUCLE;5;0;2012-11-27T17:26:00+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8307728, -0.5568506;"{""coordinates"": [-0.5568506, 44.8307728], ""type"": ""Point""}";100;Z5CT20;BOUCLE;5;0;2012-11-27T17:26:16+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8307903, -0.5569719;"{""coordinates"": [-0.5569719, 44.8307903], ""type"": ""Point""}";101;Z5CT6;BOUCLE;5;0;2012-11-27T17:26:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8324809, -0.5737749;"{""coordinates"": [-0.5737749, 44.8324809], ""type"": ""Point""}";113;Z3CT3;BOUCLE;3;;2012-11-27T17:48:08+01:00;2012-11-27T17:48:24+01:00;Bordeaux;33063
44.8261938, -0.5770137;"{""coordinates"": [-0.5770137, 44.8261938], ""type"": ""Point""}";115;Z3CT6;BOUCLE;3;24;2012-11-27T17:50:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8231915, -0.580008;"{""coordinates"": [-0.580008, 44.8231915], ""type"": ""Point""}";127;Z11CT17;BOUCLE;11;30;2012-11-27T18:16:16+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8195011, -0.5800581;"{""coordinates"": [-0.5800581, 44.8195011], ""type"": ""Point""}";128;Z11CT14;BOUCLE;11;0;2012-11-27T18:17:24+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8512046, -0.6069742;"{""coordinates"": [-0.6069742, 44.8512046], ""type"": ""Point""}";133;Z20CT2;BOUCLE;20;;2012-11-27T18:25:04+01:00;2012-11-27T18:25:16+01:00;Bordeaux;33063
44.8511801, -0.6084408;"{""coordinates"": [-0.6084408, 44.8511801], ""type"": ""Point""}";134;Z20CT7;BOUCLE;20;;2012-11-27T18:25:48+01:00;2012-11-27T18:26:00+01:00;Bordeaux;33063
44.8511589, -0.608456;"{""coordinates"": [-0.608456, 44.8511589], ""type"": ""Point""}";135;Z20CT8;BOUCLE;20;;2012-11-27T18:26:08+01:00;2012-11-27T18:26:16+01:00;Bordeaux;33063
44.8546723, -0.612732;"{""coordinates"": [-0.612732, 44.8546723], ""type"": ""Point""}";136;Z20CT6;BOUCLE;20;;2012-11-27T18:27:12+01:00;2012-11-27T18:27:28+01:00;Bordeaux;33063
44.8565557, -0.6183162;"{""coordinates"": [-0.6183162, 44.8565557], ""type"": ""Point""}";137;Z20CT3;BOUCLE;20;;2012-11-27T18:28:12+01:00;2012-11-27T18:28:24+01:00;Bordeaux;33063
44.8779626, -0.6239892;"{""coordinates"": [-0.6239892, 44.8779626], ""type"": ""Point""}";144;Z23CT7;BOUCLE;23;66;2012-11-27T18:44:28+01:00;2024-10-01T16:25:00+02:00;Eysines;33162
44.8808416, -0.6283048;"{""coordinates"": [-0.6283048, 44.8808416], ""type"": ""Point""}";145;Z23CT3;BOUCLE;23;37;2012-11-27T18:46:00+01:00;2024-10-01T16:25:00+02:00;Bruges;33075
44.8856377, -0.6381169;"{""coordinates"": [-0.6381169, 44.8856377], ""type"": ""Point""}";148;Z23CT6;BOUCLE;23;20;2012-11-27T18:48:36+01:00;2024-10-01T16:25:00+02:00;Eysines;33162
44.8478334, -0.6020558;"{""coordinates"": [-0.6020558, 44.8478334], ""type"": ""Point""}";159;Z13CT12;BOUCLE;13;28;2012-11-28T09:58:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.851894, -0.5905623;"{""coordinates"": [-0.5905623, 44.851894], ""type"": ""Point""}";161;Z13CT6;BOUCLE;13;;2012-11-28T10:01:36+01:00;2013-12-10T14:32:32+01:00;Bordeaux;33063
44.8525368, -0.589876;"{""coordinates"": [-0.589876, 44.8525368], ""type"": ""Point""}";162;Z13CT9;BOUCLE;13;18;2012-11-28T10:02:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8376906, -0.5882459;"{""coordinates"": [-0.5882459, 44.8376906], ""type"": ""Point""}";167;Z402CT3;BOUCLE;4;24;2012-11-28T10:16:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8400405, -0.5811151;"{""coordinates"": [-0.5811151, 44.8400405], ""type"": ""Point""}";173;Z4CT19;BOUCLE;4;24;2012-11-28T10:27:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8416789, -0.5836771;"{""coordinates"": [-0.5836771, 44.8416789], ""type"": ""Point""}";176;Z4CT12;BOUCLE;4;0;2012-11-28T10:30:00+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.84389, -0.5786597;"{""coordinates"": [-0.5786597, 44.84389], ""type"": ""Point""}";179;Z4CT18;BOUCLE;4;49;2012-11-28T10:35:00+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8451128, -0.577423;"{""coordinates"": [-0.577423, 44.8451128], ""type"": ""Point""}";180;Z4CT17;BOUCLE;4;;2012-11-28T10:36:36+01:00;2012-11-28T10:36:48+01:00;Bordeaux;33063
44.7892927, -0.6562515;"{""coordinates"": [-0.6562515, 44.7892927], ""type"": ""Point""}";192;Z27CT13;BOUCLE;27;24;2015-03-09T10:57:04+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8950734, -0.5169007;"{""coordinates"": [-0.5169007, 44.8950734], ""type"": ""Point""}";195;Z31CT8;BOUCLE;31;54;2016-04-04T09:57:20+02:00;2024-10-01T09:50:00+02:00;Bassens;33032
44.8217639, -0.5724394;"{""coordinates"": [-0.5724394, 44.8217639], ""type"": ""Point""}";204;Z12CT8;BOUCLE;12;;2012-11-08T15:58:08+01:00;2012-11-08T15:58:36+01:00;Bordeaux;33063
44.8139833, -0.5728539;"{""coordinates"": [-0.5728539, 44.8139833], ""type"": ""Point""}";207;Z12CT6;BOUCLE;12;44;2012-11-08T16:04:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8143367, -0.5704251;"{""coordinates"": [-0.5704251, 44.8143367], ""type"": ""Point""}";208;Z12CT10;BOUCLE;12;51;2012-11-08T16:05:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8133303, -0.5643599;"{""coordinates"": [-0.5643599, 44.8133303], ""type"": ""Point""}";210;Z12CT11;BOUCLE;12;66;2012-11-08T16:06:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.812962, -0.5616096;"{""coordinates"": [-0.5616096, 44.812962], ""type"": ""Point""}";211;Z12CT12;BOUCLE;12;61;2012-11-08T16:07:36+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8152851, -0.5653311;"{""coordinates"": [-0.5653311, 44.8152851], ""type"": ""Point""}";213;Z12CT16;BOUCLE;12;0;2012-11-08T16:10:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.7704144, -0.6157487;"{""coordinates"": [-0.6157487, 44.7704144], ""type"": ""Point""}";215;Z18CT2;BOUCLE;18;;2012-11-08T16:17:52+01:00;2012-11-08T16:18:08+01:00;Gradignan;33192
44.7745815, -0.6124735;"{""coordinates"": [-0.6124735, 44.7745815], ""type"": ""Point""}";218;Z18CT5;BOUCLE;18;31;2012-11-08T16:20:32+01:00;2024-10-01T16:25:00+02:00;Gradignan;33192
44.7766522, -0.6109242;"{""coordinates"": [-0.6109242, 44.7766522], ""type"": ""Point""}";219;Z18CT10;BOUCLE;18;36;2012-11-08T16:21:24+01:00;2024-10-01T16:25:00+02:00;Gradignan;33192
44.7800894, -0.6089065;"{""coordinates"": [-0.6089065, 44.7800894], ""type"": ""Point""}";220;Z18CT12;BOUCLE;18;36;2012-11-08T16:22:24+01:00;2024-10-01T16:25:00+02:00;Gradignan;33192
44.8756532, -0.6205671;"{""coordinates"": [-0.6205671, 44.8756532], ""type"": ""Point""}";558;Z23CE;SIREDO;23;;2012-12-10T09:30:32+01:00;2012-12-10T09:30:44+01:00;Le Bouscat;33069
44.8533032, -0.5067724;"{""coordinates"": [-0.5067724, 44.8533032], ""type"": ""Point""}";562;Z29DE;SIREDO;29;;2012-12-10T09:37:24+01:00;2012-12-10T09:37:36+01:00;Cenon;33119
44.8483487, -0.5002807;"{""coordinates"": [-0.5002807, 44.8483487], ""type"": ""Point""}";564;Z29AE;SIREDO;29;;2012-12-10T09:40:16+01:00;2012-12-10T09:40:28+01:00;Artigues-près-Bordeaux;33013
44.8459469, -0.5349044;"{""coordinates"": [-0.5349044, 44.8459469], ""type"": ""Point""}";565;Z29CS;SIREDO;29;;2012-12-10T09:42:56+01:00;2012-12-10T09:43:08+01:00;Cenon;33119
44.8459198, -0.534449;"{""coordinates"": [-0.534449, 44.8459198], ""type"": ""Point""}";566;Z29CE;SIREDO;29;;2012-12-10T09:43:16+01:00;2012-12-10T09:43:28+01:00;Cenon;33119
44.8436863, -0.5406813;"{""coordinates"": [-0.5406813, 44.8436863], ""type"": ""Point""}";568;Z29BS;SIREDO;29;;2012-12-10T09:45:52+01:00;2012-12-10T09:46:04+01:00;Cenon;33119
44.8712512, -0.5631348;"{""coordinates"": [-0.5631348, 44.8712512], ""type"": ""Point""}";569;Z14BS;SIREDO;14;;2012-12-10T09:55:04+01:00;2012-12-10T09:55:28+01:00;Bordeaux;33063
44.8712964, -0.5631789;"{""coordinates"": [-0.5631789, 44.8712964], ""type"": ""Point""}";570;Z14BE;SIREDO;14;;2012-12-10T09:55:32+01:00;2012-12-10T09:55:44+01:00;Bordeaux;33063
44.82709, -0.522353;"{""coordinates"": [-0.522353, 44.82709], ""type"": ""Point""}";572;Z32AE;SIREDO;32;;2012-12-10T09:59:32+01:00;2012-12-10T09:59:48+01:00;Floirac;33167
44.8564609, -0.6180207;"{""coordinates"": [-0.6180207, 44.8564609], ""type"": ""Point""}";574;Z20AS;SIREDO;20;;2012-12-10T10:07:04+01:00;2012-12-10T10:07:16+01:00;Bordeaux;33063
44.8739806, -0.5367812;"{""coordinates"": [-0.5367812, 44.8739806], ""type"": ""Point""}";578;Z22AE;SIREDO;22;;2012-12-10T10:18:04+01:00;2012-12-10T10:18:16+01:00;Lormont;33249
44.8709105, -0.5120443;"{""coordinates"": [-0.5120443, 44.8709105], ""type"": ""Point""}";579;Z22BS;SIREDO;22;;2012-12-10T10:19:16+01:00;2012-12-10T10:23:16+01:00;Lormont;33249
44.8709175, -0.5121138;"{""coordinates"": [-0.5121138, 44.8709175], ""type"": ""Point""}";580;Z22BE;SIREDO;22;;2012-12-10T10:22:44+01:00;2012-12-10T10:22:56+01:00;Lormont;33249
44.8668755, -0.5091489;"{""coordinates"": [-0.5091489, 44.8668755], ""type"": ""Point""}";582;Z22CE;SIREDO;22;;2012-12-10T10:25:04+01:00;2012-12-10T10:25:16+01:00;Lormont;33249
44.8815628, -0.517048;"{""coordinates"": [-0.517048, 44.8815628], ""type"": ""Point""}";584;Z22DE;SIREDO;22;;2012-12-10T10:27:36+01:00;2012-12-10T10:27:48+01:00;Lormont;33249
44.8600983, -0.6095281;"{""coordinates"": [-0.6095281, 44.8600983], ""type"": ""Point""}";587;Z21BE;SIREDO;21;;2012-12-18T15:23:08+01:00;2012-12-18T15:23:16+01:00;Bordeaux;33063
44.8601327, -0.6095099;"{""coordinates"": [-0.6095099, 44.8601327], ""type"": ""Point""}";588;Z21BS;SIREDO;21;;2012-12-18T15:23:36+01:00;2012-12-18T15:23:48+01:00;Le Bouscat;33069
44.8596079, -0.592366;"{""coordinates"": [-0.592366, 44.8596079], ""type"": ""Point""}";589;Z21CE;SIREDO;21;;2012-12-18T15:32:36+01:00;2012-12-18T15:32:44+01:00;Le Bouscat;33069
44.8662544, -0.5904025;"{""coordinates"": [-0.5904025, 44.8662544], ""type"": ""Point""}";591;Z21DS;SIREDO;21;;2012-12-18T15:39:24+01:00;2012-12-18T15:39:36+01:00;Le Bouscat;33069
44.8945411, -0.5656011;"{""coordinates"": [-0.5656011, 44.8945411], ""type"": ""Point""}";596;Z25CT20;BOUCLE;25;27;2015-01-21T18:39:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8970393, -0.5658184;"{""coordinates"": [-0.5658184, 44.8970393], ""type"": ""Point""}";597;Z25CT19;BOUCLE;25;16;2015-01-21T18:40:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8341908, -0.8009803;"{""coordinates"": [-0.8009803, 44.8341908], ""type"": ""Point""}";4296;Z7CS;SIREDO;7;;2020-05-04T14:43:52+02:00;;Martignas-sur-Jalle;33273
44.7804395, -0.5656786;"{""coordinates"": [-0.5656786, 44.7804395], ""type"": ""Point""}";4432;Z19CT15;BOUCLE;19;12;2020-11-30T13:46:31+01:00;2024-10-01T16:25:00+02:00;Villenave-d'Ornon;33550
44.8655621, -0.7138188;"{""coordinates"": [-0.7138188, 44.8655621], ""type"": ""Point""}";5681;Z28AE;SIREDO;28;;2021-05-18T14:28:22+02:00;;Saint-Médard-en-Jalles;33449
44.8655904, -0.713831;"{""coordinates"": [-0.713831, 44.8655904], ""type"": ""Point""}";5682;Z28AS;SIREDO;28;;2021-05-18T14:29:28+02:00;;Saint-Médard-en-Jalles;33449
44.8027867, -0.6647268;"{""coordinates"": [-0.6647268, 44.8027867], ""type"": ""Point""}";4421;Z27CT8;BOUCLE;27;28;2020-11-18T14:26:28+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.9007897, -0.6171635;"{""coordinates"": [-0.6171635, 44.9007897], ""type"": ""Point""}";5691;Z33AE;SIREDO;33;;2021-05-19T15:24:53+02:00;;Blanquefort;33056
44.9008052, -0.617119;"{""coordinates"": [-0.617119, 44.9008052], ""type"": ""Point""}";5692;Z33AS;SIREDO;33;;2021-05-19T15:25:31+02:00;;Blanquefort;33056
44.916775, -0.4819245;"{""coordinates"": [-0.4819245, 44.916775], ""type"": ""Point""}";5693;Z35AE;SIREDO;35;;2021-05-19T15:31:04+02:00;;Ambarès-et-Lagrave;33003
44.9167635, -0.481884;"{""coordinates"": [-0.481884, 44.9167635], ""type"": ""Point""}";5694;Z35AS;SIREDO;35;;2021-05-19T15:31:31+02:00;;Ambarès-et-Lagrave;33003
44.8360212, -0.55037;"{""coordinates"": [-0.55037, 44.8360212], ""type"": ""Point""}";5901;Z5CT23;BOUCLE;5;81;2024-09-24T14:48:58+02:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
